 ,mixture_ID,mixture_path,source_1_path,source_2_path,noise_path,length
Data 1 Target1No 1Cycle No 11Group Depth500m_Data 2 Target2No 7Cycle No 19Group Depth200m.wav,Data 1 Target1No 1Cycle No 11Group Depth500m_Data 2 Target2No 7Cycle No 19Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 11Group Depth500m_Data 2 Target2No 7Cycle No 19Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 11Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 19Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise675.wav,58750
Data 1 Target1No 1Cycle No 11Group Depth500m_Data 2 Target2No 8Cycle No 15Group Depth400m.wav,Data 1 Target1No 1Cycle No 11Group Depth500m_Data 2 Target2No 8Cycle No 15Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 11Group Depth500m_Data 2 Target2No 8Cycle No 15Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 11Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 15Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise140.wav,58750
Data 1 Target1No 1Cycle No 11Group Depth600m_Data 2 Target2No 8Cycle No 19Group Depth1500m.wav,Data 1 Target1No 1Cycle No 11Group Depth600m_Data 2 Target2No 8Cycle No 19Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 11Group Depth600m_Data 2 Target2No 8Cycle No 19Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 11Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 19Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1768.wav,58750
Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 10Group Depth1300m.wav,Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 10Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 10Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 11Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 10Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2239.wav,58750
Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 18Group Depth1100m.wav,Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 18Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 18Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 11Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 18Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise571.wav,58749
Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 6Cycle No 6Group Depth700m.wav,Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 6Cycle No 6Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 11Group Depth900m_Data 2 Target2No 6Cycle No 6Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 11Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 6Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise499.wav,58750
Data 1 Target1No 1Cycle No 12Group Depth100m_Data 2 Target2No 9Cycle No 16Group Depth1200m.wav,Data 1 Target1No 1Cycle No 12Group Depth100m_Data 2 Target2No 9Cycle No 16Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth100m_Data 2 Target2No 9Cycle No 16Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 16Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1812.wav,58749
Data 1 Target1No 1Cycle No 12Group Depth1100m_Data 2 Target2No 7Cycle No 6Group Depth1100m.wav,Data 1 Target1No 1Cycle No 12Group Depth1100m_Data 2 Target2No 7Cycle No 6Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth1100m_Data 2 Target2No 7Cycle No 6Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 6Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2104.wav,58749
Data 1 Target1No 1Cycle No 12Group Depth1100m_Data 2 Target2No 9Cycle No 7Group Depth200m.wav,Data 1 Target1No 1Cycle No 12Group Depth1100m_Data 2 Target2No 9Cycle No 7Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth1100m_Data 2 Target2No 9Cycle No 7Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 7Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1019.wav,58749
Data 1 Target1No 1Cycle No 12Group Depth1200m_Data 2 Target2No 6Cycle No 18Group Depth1000m.wav,Data 1 Target1No 1Cycle No 12Group Depth1200m_Data 2 Target2No 6Cycle No 18Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth1200m_Data 2 Target2No 6Cycle No 18Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 18Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise605.wav,58749
Data 1 Target1No 1Cycle No 12Group Depth1500m_Data 2 Target2No 9Cycle No 12Group Depth1300m.wav,Data 1 Target1No 1Cycle No 12Group Depth1500m_Data 2 Target2No 9Cycle No 12Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth1500m_Data 2 Target2No 9Cycle No 12Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 12Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise959.wav,58749
Data 1 Target1No 1Cycle No 12Group Depth200m_Data 2 Target2No 3Cycle No 20Group Depth500m.wav,Data 1 Target1No 1Cycle No 12Group Depth200m_Data 2 Target2No 3Cycle No 20Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth200m_Data 2 Target2No 3Cycle No 20Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 20Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise576.wav,58750
Data 1 Target1No 1Cycle No 12Group Depth500m_Data 2 Target2No 8Cycle No 3Group Depth100m.wav,Data 1 Target1No 1Cycle No 12Group Depth500m_Data 2 Target2No 8Cycle No 3Group Depth100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth500m_Data 2 Target2No 8Cycle No 3Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 3Group Depth100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise664.wav,58750
Data 1 Target1No 1Cycle No 12Group Depth500m_Data 2 Target2No 8Cycle No 6Group Depth100m.wav,Data 1 Target1No 1Cycle No 12Group Depth500m_Data 2 Target2No 8Cycle No 6Group Depth100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth500m_Data 2 Target2No 8Cycle No 6Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 6Group Depth100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1811.wav,58750
Data 1 Target1No 1Cycle No 12Group Depth600m_Data 2 Target2No 3Cycle No 15Group Depth1500m.wav,Data 1 Target1No 1Cycle No 12Group Depth600m_Data 2 Target2No 3Cycle No 15Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth600m_Data 2 Target2No 3Cycle No 15Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 15Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise126.wav,58750
Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 3Cycle No 11Group Depth1200m.wav,Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 3Cycle No 11Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 3Cycle No 11Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 11Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise828.wav,58750
Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 5Cycle No 5Group Depth1000m.wav,Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 5Cycle No 5Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 5Cycle No 5Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 5Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise275.wav,58749
Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 5Cycle No 8Group Depth1100m.wav,Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 5Cycle No 8Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth700m_Data 2 Target2No 5Cycle No 8Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 8Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2254.wav,58749
Data 1 Target1No 1Cycle No 12Group Depth900m_Data 2 Target2No 10Cycle No 4Group Depth800m.wav,Data 1 Target1No 1Cycle No 12Group Depth900m_Data 2 Target2No 10Cycle No 4Group Depth800m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 12Group Depth900m_Data 2 Target2No 10Cycle No 4Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 12Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 4Group Depth800m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2188.wav,58750
Data 1 Target1No 1Cycle No 13Group Depth1000m_Data 2 Target2No 4Cycle No 17Group Depth600m.wav,Data 1 Target1No 1Cycle No 13Group Depth1000m_Data 2 Target2No 4Cycle No 17Group Depth600m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth1000m_Data 2 Target2No 4Cycle No 17Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 17Group Depth600m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1304.wav,58749
Data 1 Target1No 1Cycle No 13Group Depth1000m_Data 2 Target2No 9Cycle No 1Group Depth800m.wav,Data 1 Target1No 1Cycle No 13Group Depth1000m_Data 2 Target2No 9Cycle No 1Group Depth800m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth1000m_Data 2 Target2No 9Cycle No 1Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 1Group Depth800m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2212.wav,58749
Data 1 Target1No 1Cycle No 13Group Depth1100m_Data 2 Target2No 5Cycle No 5Group Depth200m.wav,Data 1 Target1No 1Cycle No 13Group Depth1100m_Data 2 Target2No 5Cycle No 5Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth1100m_Data 2 Target2No 5Cycle No 5Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 5Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise156.wav,58749
Data 1 Target1No 1Cycle No 13Group Depth1200m_Data 2 Target2No 8Cycle No 21Group Depth1000m.wav,Data 1 Target1No 1Cycle No 13Group Depth1200m_Data 2 Target2No 8Cycle No 21Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth1200m_Data 2 Target2No 8Cycle No 21Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 21Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2021.wav,58749
Data 1 Target1No 1Cycle No 13Group Depth1300m_Data 2 Target2No 9Cycle No 1Group Depth1400m.wav,Data 1 Target1No 1Cycle No 13Group Depth1300m_Data 2 Target2No 9Cycle No 1Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth1300m_Data 2 Target2No 9Cycle No 1Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 1Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1860.wav,58749
Data 1 Target1No 1Cycle No 13Group Depth1400m_Data 2 Target2No 4Cycle No 3Group Depth900m.wav,Data 1 Target1No 1Cycle No 13Group Depth1400m_Data 2 Target2No 4Cycle No 3Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth1400m_Data 2 Target2No 4Cycle No 3Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 3Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1569.wav,58750
Data 1 Target1No 1Cycle No 13Group Depth1400m_Data 2 Target2No 8Cycle No 7Group Depth800m.wav,Data 1 Target1No 1Cycle No 13Group Depth1400m_Data 2 Target2No 8Cycle No 7Group Depth800m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth1400m_Data 2 Target2No 8Cycle No 7Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 7Group Depth800m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise908.wav,58750
Data 1 Target1No 1Cycle No 13Group Depth200m_Data 2 Target2No 9Cycle No 11Group Depth200m.wav,Data 1 Target1No 1Cycle No 13Group Depth200m_Data 2 Target2No 9Cycle No 11Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth200m_Data 2 Target2No 9Cycle No 11Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 11Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2430.wav,58749
Data 1 Target1No 1Cycle No 13Group Depth300m_Data 2 Target2No 2Cycle No 21Group Depth900m.wav,Data 1 Target1No 1Cycle No 13Group Depth300m_Data 2 Target2No 2Cycle No 21Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth300m_Data 2 Target2No 2Cycle No 21Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 21Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise907.wav,58750
Data 1 Target1No 1Cycle No 13Group Depth300m_Data 2 Target2No 9Cycle No 6Group Depth1500m.wav,Data 1 Target1No 1Cycle No 13Group Depth300m_Data 2 Target2No 9Cycle No 6Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth300m_Data 2 Target2No 9Cycle No 6Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 6Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise478.wav,58749
Data 1 Target1No 1Cycle No 13Group Depth500m_Data 2 Target2No 10Cycle No 5Group Depth1200m.wav,Data 1 Target1No 1Cycle No 13Group Depth500m_Data 2 Target2No 10Cycle No 5Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth500m_Data 2 Target2No 10Cycle No 5Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 5Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1291.wav,58750
Data 1 Target1No 1Cycle No 13Group Depth700m_Data 2 Target2No 6Cycle No 4Group Depth1200m.wav,Data 1 Target1No 1Cycle No 13Group Depth700m_Data 2 Target2No 6Cycle No 4Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth700m_Data 2 Target2No 6Cycle No 4Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 4Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1797.wav,58750
Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 1Cycle No 19Group Depth900m.wav,Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 1Cycle No 19Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 1Cycle No 19Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 19Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise13.wav,58750
Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 6Cycle No 5Group Depth1100m.wav,Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 6Cycle No 5Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 6Cycle No 5Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 5Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1047.wav,58749
Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 6Cycle No 7Group Depth700m.wav,Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 6Cycle No 7Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 13Group Depth900m_Data 2 Target2No 6Cycle No 7Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 13Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 7Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise628.wav,58750
Data 1 Target1No 1Cycle No 14Group Depth1000m_Data 2 Target2No 8Cycle No 16Group Depth400m.wav,Data 1 Target1No 1Cycle No 14Group Depth1000m_Data 2 Target2No 8Cycle No 16Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 14Group Depth1000m_Data 2 Target2No 8Cycle No 16Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 14Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 16Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1371.wav,58749
Data 1 Target1No 1Cycle No 14Group Depth100m_Data 2 Target2No 10Cycle No 5Group Depth400m.wav,Data 1 Target1No 1Cycle No 14Group Depth100m_Data 2 Target2No 10Cycle No 5Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 14Group Depth100m_Data 2 Target2No 10Cycle No 5Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 14Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 5Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2144.wav,58750
Data 1 Target1No 1Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 21Group Depth1100m.wav,Data 1 Target1No 1Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 21Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 21Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 14Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 21Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2288.wav,58749
Data 1 Target1No 1Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 11Group Depth1300m.wav,Data 1 Target1No 1Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 11Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 11Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 14Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 11Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2184.wav,58750
Data 1 Target1No 1Cycle No 14Group Depth1500m_Data 2 Target2No 9Cycle No 1Group Depth1300m.wav,Data 1 Target1No 1Cycle No 14Group Depth1500m_Data 2 Target2No 9Cycle No 1Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 14Group Depth1500m_Data 2 Target2No 9Cycle No 1Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 14Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 1Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2054.wav,58749
Data 1 Target1No 1Cycle No 14Group Depth200m_Data 2 Target2No 1Cycle No 8Group Depth300m.wav,Data 1 Target1No 1Cycle No 14Group Depth200m_Data 2 Target2No 1Cycle No 8Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 14Group Depth200m_Data 2 Target2No 1Cycle No 8Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 14Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 8Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1996.wav,58750
Data 1 Target1No 1Cycle No 14Group Depth300m_Data 2 Target2No 4Cycle No 8Group Depth1000m.wav,Data 1 Target1No 1Cycle No 14Group Depth300m_Data 2 Target2No 4Cycle No 8Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 14Group Depth300m_Data 2 Target2No 4Cycle No 8Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 14Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 8Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise943.wav,58749
Data 1 Target1No 1Cycle No 14Group Depth500m_Data 2 Target2No 6Cycle No 15Group Depth1000m.wav,Data 1 Target1No 1Cycle No 14Group Depth500m_Data 2 Target2No 6Cycle No 15Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 1Cycle No 14Group Depth500m_Data 2 Target2No 6Cycle No 15Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 1Cycle No 14Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 15Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1679.wav,58749
